Timestamp,Log Level,Log Source,Log Type,Log Severity,Log Message,Source IP,Destination IP,User,Error Code,Session ID,Label,Log Source Type,Log Action,Log Component,User Role,Log Duration,Log Process,Log Event,Error Type,Session Duration,User Activity
2024-04-15 07:49:43,ERROR,Server-10,Access,High,Connection failed Blocked IP,0.146.185.58,45.115.42.127,user-78,ERR-SRP,SESSION-520,,Database,Access,Authentication Connection,Admin,0:00:02,Login,,Connection Timeout,0:01:51,Blocking Suspicious Traffic
2024-03-26 00:31:34,WARNING,Server-4,Access,Low,Blocked IP Blocked IP,118.151.224.112,213.219.2.100,user-56,ERR-PSA,SESSION-693,,Firewall,Block,Packet Filter Connection,User,0:00:09,Connection Establishment,,Connection Timeout,0:02:05,Database Connection Establishment
2024-08-06 05:15:02,ERROR,Server-2,Access,Medium,Blocked IP Blocked IP,60.30.86.28,128.96.160.152,user-24,ERR-39X,SESSION-668,,Firewall,Error,Packet Filter Authentication,User,0:00:02,Connection Establishment,,Database Error,0:04:50,Blocking Suspicious Traffic
2024-03-15 02:01:38,DEBUG,Server-6,Access,Medium,Blocked IP Connection failed,110.96.96.235,102.199.91.164,user-8,ERR-S4O,SESSION-243,,Database,Error,Authentication Packet Filter,Admin,0:00:04,Filtering,,IP Spoofing,0:03:46,Blocking Suspicious Traffic
2024-09-08 06:19:14,WARNING,Server-7,Error,Medium,Connection failed Blocked IP,217.248.135.82,80.72.82.211,user-85,ERR-T3H,SESSION-938,,Server,Block,Packet Filter Packet Filter,User,0:00:09,Filtering,,Database Error,0:02:44,Login
2024-06-20 03:15:37,INFO,Server-4,Security,Medium,User login Connection failed,42.108.76.243,113.232.9.178,user-80,ERR-0KC,SESSION-748,,Database,Block,Authentication Authentication,User,0:00:04,Login,,Connection Timeout,0:04:06,Database Connection Establishment
2024-11-02 18:38:07,INFO,Server-10,Access,Medium,User login User login,21.65.79.42,30.42.202.46,user-9,ERR-SB1,SESSION-775,,Firewall,Block,Authentication Connection,User,0:00:08,Connection Establishment,,Connection Timeout,0:03:20,Blocking Suspicious Traffic
2024-03-10 20:02:24,INFO,Server-6,Error,Low,Connection failed Blocked IP,89.94.178.159,84.55.199.155,user-50,ERR-AAV,SESSION-913,,Server,Access,Connection Packet Filter,User,0:00:08,Filtering,,Database Error,0:00:55,Database Connection Establishment
2024-07-30 15:36:31,INFO,Server-3,Error,Medium,Connection failed Blocked IP,160.129.119.219,159.194.213.78,user-8,ERR-JQN,SESSION-833,,Server,Block,Connection Packet Filter,Admin,0:00:02,Login,,Connection Timeout,0:04:41,Login
2024-06-19 00:56:17,WARNING,Server-1,Security,High,User login User login,45.13.82.25,129.71.15.156,user-31,ERR-ZUC,SESSION-709,,Firewall,Error,Authentication Connection,Admin,0:00:05,Login,,Connection Timeout,0:04:23,Login
2024-02-09 21:28:03,DEBUG,Server-8,Access,Low,User login Connection failed,81.99.91.168,33.253.45.179,user-14,ERR-C7B,SESSION-384,,Server,Block,Authentication Authentication,Admin,0:00:06,Filtering,,Database Error,0:04:42,Login
2024-06-30 04:33:27,ERROR,Server-1,Error,Low,Connection failed Connection failed,36.55.99.159,158.101.45.182,user-23,ERR-OSX,SESSION-637,,Database,Access,Packet Filter Connection,Admin,0:00:06,Connection Establishment,,Database Error,0:03:36,Login
2024-04-14 04:29:31,WARNING,Server-5,Security,Low,Connection failed Blocked IP,125.81.139.27,128.140.166.199,user-8,ERR-VGN,SESSION-267,,Database,Access,Authentication Connection,Admin,0:00:10,Connection Establishment,,Connection Timeout,0:00:32,Login
2024-03-16 00:50:29,WARNING,Server-7,Access,High,User login User login,110.100.246.233,40.124.107.48,user-11,ERR-D87,SESSION-155,,Database,Error,Packet Filter Packet Filter,User,0:00:10,Filtering,,Database Error,0:00:53,Login
2024-04-09 12:50:06,WARNING,Server-9,Error,Medium,Connection failed Blocked IP,170.30.166.164,65.114.8.111,user-86,ERR-74R,SESSION-104,,Database,Error,Authentication Packet Filter,User,0:00:06,Connection Establishment,,Connection Timeout,0:00:57,Database Connection Establishment
2024-11-07 11:43:05,WARNING,Server-1,Access,Medium,Connection failed User login,220.145.226.47,53.143.130.34,user-88,ERR-9PJ,SESSION-634,,Firewall,Access,Packet Filter Packet Filter,User,0:00:06,Login,,IP Spoofing,0:01:06,Login
2024-11-28 22:50:44,INFO,Server-10,Security,Low,Connection failed User login,194.113.144.210,147.65.124.232,user-5,ERR-KTV,SESSION-882,,Server,Error,Authentication Packet Filter,Admin,0:00:07,Connection Establishment,,Connection Timeout,0:04:31,Blocking Suspicious Traffic
2024-08-27 16:36:09,ERROR,Server-8,Access,Low,User login Connection failed,146.76.116.71,164.59.107.113,user-23,ERR-L9Z,SESSION-790,,Database,Block,Packet Filter Connection,User,0:00:08,Filtering,,Connection Timeout,0:02:29,Database Connection Establishment
2024-08-06 09:00:28,DEBUG,Server-6,Security,Low,Blocked IP User login,171.97.65.164,185.227.241.232,user-74,ERR-DA6,SESSION-450,,Database,Access,Packet Filter Connection,Admin,0:00:08,Filtering,,IP Spoofing,0:02:02,Blocking Suspicious Traffic
2024-02-29 02:51:32,DEBUG,Server-8,Security,Medium,Blocked IP Connection failed,150.216.138.9,151.251.227.140,user-43,ERR-PQN,SESSION-210,,Database,Access,Packet Filter Authentication,User,0:00:06,Connection Establishment,,IP Spoofing,0:02:11,Blocking Suspicious Traffic
2024-09-12 18:03:54,ERROR,Server-2,Security,Medium,User login Blocked IP,190.64.208.123,104.176.131.68,user-54,ERR-KF3,SESSION-661,,Firewall,Access,Connection Authentication,Admin,0:00:10,Login,,IP Spoofing,0:04:40,Database Connection Establishment
2024-09-30 22:49:12,DEBUG,Server-9,Security,Medium,Blocked IP User login,46.5.150.232,67.195.145.183,user-25,ERR-9VU,SESSION-229,,Firewall,Error,Connection Authentication,User,0:00:02,Filtering,,IP Spoofing,0:00:56,Blocking Suspicious Traffic
2024-10-09 11:33:30,ERROR,Server-4,Security,Low,Blocked IP Blocked IP,108.206.224.210,61.183.255.52,user-36,ERR-T77,SESSION-923,,Firewall,Access,Authentication Packet Filter,Admin,0:00:09,Connection Establishment,,Connection Timeout,0:02:36,Login
2024-01-30 05:23:41,DEBUG,Server-3,Error,Medium,Blocked IP Connection failed,62.116.33.184,109.56.20.178,user-16,ERR-YC3,SESSION-651,,Firewall,Block,Packet Filter Connection,Admin,0:00:10,Login,,IP Spoofing,0:00:46,Blocking Suspicious Traffic
2024-03-23 05:16:34,DEBUG,Server-10,Access,Low,Blocked IP User login,174.219.47.27,135.194.104.110,user-31,ERR-MOM,SESSION-597,,Firewall,Block,Connection Packet Filter,User,0:00:09,Connection Establishment,,Database Error,0:03:33,Database Connection Establishment
2024-11-24 12:17:47,INFO,Server-1,Access,Low,Blocked IP User login,139.209.13.248,192.31.231.70,user-44,ERR-VZX,SESSION-579,,Firewall,Block,Packet Filter Authentication,User,0:00:01,Filtering,,IP Spoofing,0:03:22,Blocking Suspicious Traffic
2024-12-23 01:45:12,WARNING,Server-10,Error,Medium,User login User login,45.211.123.139,167.159.251.158,user-100,ERR-F1T,SESSION-063,,Server,Access,Packet Filter Connection,Admin,0:00:04,Filtering,,IP Spoofing,0:03:31,Database Connection Establishment
2024-11-16 16:19:25,INFO,Server-9,Error,Low,Connection failed Connection failed,128.73.231.238,143.40.203.142,user-9,ERR-OLK,SESSION-912,,Database,Error,Connection Authentication,Admin,0:00:09,Login,,IP Spoofing,0:02:22,Blocking Suspicious Traffic
2024-04-21 17:13:05,DEBUG,Server-10,Security,Low,User login Connection failed,195.250.40.234,146.9.141.33,user-5,ERR-CBT,SESSION-092,,Server,Block,Packet Filter Packet Filter,User,0:00:09,Login,,Database Error,0:00:16,Database Connection Establishment
2024-10-16 04:55:25,WARNING,Server-8,Security,High,Connection failed User login,59.11.175.160,102.95.99.117,user-51,ERR-9MX,SESSION-511,,Firewall,Block,Authentication Packet Filter,Admin,0:00:03,Filtering,,Connection Timeout,0:02:56,Database Connection Establishment
2024-05-06 10:04:03,INFO,Server-1,Access,Low,User login Blocked IP,138.156.171.173,75.31.13.226,user-41,ERR-B13,SESSION-700,,Server,Access,Authentication Packet Filter,User,0:00:09,Connection Establishment,,IP Spoofing,0:02:36,Blocking Suspicious Traffic
2024-10-24 01:10:30,DEBUG,Server-2,Access,Low,User login Blocked IP,67.235.93.60,5.146.111.114,user-99,ERR-3PW,SESSION-814,,Firewall,Error,Connection Packet Filter,Admin,0:00:07,Connection Establishment,,Database Error,0:03:58,Blocking Suspicious Traffic
2024-06-27 08:49:15,WARNING,Server-4,Access,High,Blocked IP User login,44.130.55.109,223.202.105.20,user-77,ERR-3OO,SESSION-562,,Firewall,Access,Authentication Packet Filter,Admin,0:00:02,Connection Establishment,,Connection Timeout,0:04:33,Login
2024-02-12 01:30:52,ERROR,Server-10,Access,Medium,Blocked IP Connection failed,184.0.95.78,164.43.238.231,user-2,ERR-4TF,SESSION-701,,Database,Access,Packet Filter Authentication,Admin,0:00:05,Connection Establishment,,Database Error,0:01:52,Database Connection Establishment
2024-12-26 03:48:20,DEBUG,Server-10,Security,Low,Blocked IP User login,145.112.66.138,6.135.49.164,user-52,ERR-FCV,SESSION-771,,Database,Block,Packet Filter Authentication,User,0:00:04,Connection Establishment,,IP Spoofing,0:00:11,Database Connection Establishment
2024-09-17 12:47:41,DEBUG,Server-7,Security,Low,User login Blocked IP,238.210.200.176,22.169.243.204,user-5,ERR-CY4,SESSION-155,,Database,Block,Connection Authentication,Admin,0:00:10,Connection Establishment,,Connection Timeout,0:04:02,Database Connection Establishment
2024-08-26 15:28:54,WARNING,Server-10,Access,High,Blocked IP Blocked IP,61.35.35.167,46.194.207.238,user-27,ERR-US0,SESSION-046,,Server,Access,Connection Authentication,User,0:00:05,Filtering,,Connection Timeout,0:03:46,Blocking Suspicious Traffic
2024-04-21 22:24:03,WARNING,Server-8,Security,High,Connection failed Connection failed,153.101.2.122,27.53.67.143,user-29,ERR-259,SESSION-886,,Database,Block,Packet Filter Connection,Admin,0:00:10,Filtering,,IP Spoofing,0:00:32,Blocking Suspicious Traffic
2024-12-16 06:55:52,DEBUG,Server-9,Access,High,User login Connection failed,128.152.223.57,253.87.63.132,user-63,ERR-MLF,SESSION-005,,Server,Block,Authentication Authentication,Admin,0:00:05,Login,,IP Spoofing,0:03:05,Blocking Suspicious Traffic
2024-11-05 08:57:02,INFO,Server-8,Security,Medium,User login User login,169.6.10.209,62.29.106.114,user-81,ERR-1US,SESSION-921,,Firewall,Access,Connection Authentication,User,0:00:02,Filtering,,Connection Timeout,0:02:53,Blocking Suspicious Traffic
2024-06-05 15:07:19,ERROR,Server-3,Error,Low,Connection failed Blocked IP,192.190.138.190,34.140.157.82,user-84,ERR-KBM,SESSION-581,,Database,Block,Connection Packet Filter,Admin,0:00:09,Connection Establishment,,IP Spoofing,0:03:54,Login
2024-12-20 22:48:30,ERROR,Server-1,Access,High,Connection failed Blocked IP,239.52.185.76,14.157.239.39,user-81,ERR-C0J,SESSION-312,,Database,Error,Packet Filter Connection,Admin,0:00:08,Login,,Database Error,0:04:19,Blocking Suspicious Traffic
2024-08-28 12:32:15,INFO,Server-2,Access,Medium,User login User login,204.57.175.78,85.87.130.194,user-55,ERR-SEE,SESSION-783,,Database,Block,Packet Filter Packet Filter,User,0:00:02,Login,,Connection Timeout,0:04:51,Database Connection Establishment
2024-05-06 16:01:24,WARNING,Server-1,Access,Medium,Blocked IP Connection failed,70.90.179.202,105.129.101.20,user-17,ERR-UCS,SESSION-121,,Database,Block,Connection Authentication,User,0:00:01,Login,,Connection Timeout,0:04:39,Blocking Suspicious Traffic
2024-09-06 17:42:16,DEBUG,Server-3,Security,High,Connection failed User login,208.181.145.207,208.89.196.201,user-37,ERR-W7I,SESSION-654,,Database,Block,Packet Filter Connection,User,0:00:03,Login,,IP Spoofing,0:01:10,Login
2024-02-09 16:05:26,INFO,Server-3,Error,Medium,Connection failed Blocked IP,159.64.21.93,209.222.68.171,user-20,ERR-MWS,SESSION-556,,Firewall,Error,Connection Authentication,User,0:00:06,Login,,IP Spoofing,0:04:34,Blocking Suspicious Traffic
2024-12-17 04:55:07,INFO,Server-3,Security,Medium,User login User login,245.92.59.201,178.251.13.97,user-98,ERR-L2G,SESSION-106,,Firewall,Error,Connection Authentication,Admin,0:00:07,Connection Establishment,,Database Error,0:03:09,Login
2024-03-09 03:02:25,ERROR,Server-10,Error,Medium,Blocked IP Blocked IP,99.86.245.253,161.18.24.65,user-68,ERR-R3G,SESSION-982,,Server,Error,Packet Filter Packet Filter,User,0:00:01,Connection Establishment,,Connection Timeout,0:02:00,Database Connection Establishment
2024-03-08 15:04:51,INFO,Server-8,Access,Medium,Connection failed Connection failed,180.40.199.13,30.95.188.87,user-54,ERR-VJH,SESSION-558,,Server,Access,Authentication Packet Filter,User,0:00:04,Filtering,,Connection Timeout,0:02:12,Login
2024-07-24 06:44:50,DEBUG,Server-10,Security,Medium,Connection failed User login,235.16.3.120,66.39.216.232,user-8,ERR-3DF,SESSION-676,,Database,Block,Connection Packet Filter,Admin,0:00:03,Login,,IP Spoofing,0:04:01,Database Connection Establishment
2024-05-05 21:35:03,WARNING,Server-3,Security,Medium,User login Blocked IP,217.104.189.242,200.194.75.208,user-65,ERR-DUG,SESSION-781,,Server,Block,Authentication Authentication,User,0:00:02,Filtering,,Connection Timeout,0:04:57,Login
2024-10-17 09:51:53,DEBUG,Server-6,Access,Medium,User login User login,123.186.173.172,67.51.238.237,user-25,ERR-3TW,SESSION-939,,Database,Block,Authentication Packet Filter,User,0:00:04,Filtering,,IP Spoofing,0:00:34,Database Connection Establishment
2024-10-07 19:53:38,DEBUG,Server-4,Security,Medium,Connection failed User login,105.130.14.132,17.36.136.176,user-83,ERR-PB2,SESSION-066,,Firewall,Access,Authentication Connection,User,0:00:04,Login,,Connection Timeout,0:04:14,Blocking Suspicious Traffic
2024-04-20 10:45:36,WARNING,Server-8,Security,Low,Connection failed Connection failed,24.21.212.177,92.81.247.37,user-22,ERR-L6S,SESSION-813,,Server,Block,Packet Filter Connection,Admin,0:00:09,Connection Establishment,,Connection Timeout,0:02:10,Login
2024-03-10 19:48:57,ERROR,Server-6,Access,Medium,Connection failed Blocked IP,180.43.42.114,107.129.163.30,user-6,ERR-5X3,SESSION-696,,Database,Block,Authentication Connection,Admin,0:00:07,Filtering,,Connection Timeout,0:02:47,Database Connection Establishment
2024-04-14 14:30:43,INFO,Server-6,Security,Medium,Connection failed Connection failed,153.197.44.219,75.69.182.60,user-37,ERR-CWY,SESSION-325,,Firewall,Error,Connection Connection,Admin,0:00:06,Connection Establishment,,Database Error,0:01:50,Database Connection Establishment
2024-07-08 06:25:45,ERROR,Server-6,Security,Low,Connection failed Connection failed,143.17.6.40,50.218.238.131,user-100,ERR-9LA,SESSION-843,,Firewall,Access,Packet Filter Authentication,User,0:00:03,Login,,Database Error,0:04:59,Database Connection Establishment
2024-07-16 19:09:12,DEBUG,Server-2,Error,Medium,Blocked IP Blocked IP,40.23.254.188,163.160.209.62,user-13,ERR-MKH,SESSION-039,,Server,Access,Packet Filter Authentication,User,0:00:01,Filtering,,Database Error,0:01:13,Database Connection Establishment
2024-12-24 14:40:36,INFO,Server-3,Error,High,Connection failed User login,54.193.106.122,169.127.223.59,user-84,ERR-GCC,SESSION-323,,Firewall,Block,Packet Filter Authentication,User,0:00:02,Filtering,,IP Spoofing,0:01:22,Database Connection Establishment
2024-03-28 02:25:20,WARNING,Server-1,Error,Low,Blocked IP User login,100.151.130.219,235.106.248.240,user-58,ERR-2MV,SESSION-555,,Firewall,Access,Packet Filter Packet Filter,User,0:00:08,Filtering,,IP Spoofing,0:03:06,Blocking Suspicious Traffic
2024-07-14 15:21:56,INFO,Server-10,Security,High,User login Blocked IP,116.252.210.136,163.243.136.91,user-100,ERR-EFF,SESSION-917,,Server,Block,Authentication Packet Filter,User,0:00:09,Login,,Connection Timeout,0:00:47,Database Connection Establishment
2024-01-02 15:34:38,DEBUG,Server-8,Error,High,Connection failed User login,222.191.138.10,123.109.223.133,user-35,ERR-7M3,SESSION-018,,Firewall,Block,Packet Filter Packet Filter,Admin,0:00:10,Filtering,,IP Spoofing,0:01:41,Login
2024-02-26 20:20:10,INFO,Server-4,Security,High,User login Connection failed,180.167.55.203,171.164.219.104,user-50,ERR-6F1,SESSION-041,,Server,Access,Packet Filter Packet Filter,Admin,0:00:05,Connection Establishment,,Database Error,0:02:48,Blocking Suspicious Traffic
2024-01-18 03:34:03,WARNING,Server-2,Access,Medium,Blocked IP User login,125.254.43.236,29.86.32.73,user-60,ERR-YX8,SESSION-511,,Firewall,Access,Packet Filter Authentication,Admin,0:00:10,Login,,Database Error,0:04:24,Blocking Suspicious Traffic
2024-09-10 23:46:42,INFO,Server-8,Access,Medium,Blocked IP Connection failed,51.51.143.158,68.117.252.150,user-6,ERR-HGX,SESSION-733,,Database,Error,Connection Packet Filter,Admin,0:00:08,Connection Establishment,,Connection Timeout,0:00:53,Login
2024-05-19 09:30:34,ERROR,Server-4,Error,Medium,Connection failed Blocked IP,196.158.182.250,100.87.193.208,user-17,ERR-WJK,SESSION-978,,Firewall,Block,Connection Authentication,Admin,0:00:03,Connection Establishment,,Connection Timeout,0:01:23,Login
2024-03-26 09:26:32,DEBUG,Server-7,Security,Medium,Connection failed User login,213.16.74.177,137.181.56.86,user-52,ERR-PMC,SESSION-518,,Server,Error,Connection Packet Filter,Admin,0:00:01,Filtering,,Database Error,0:00:49,Database Connection Establishment
2024-02-01 15:11:54,WARNING,Server-6,Access,Low,Blocked IP Connection failed,43.63.62.137,169.34.20.190,user-21,ERR-BPA,SESSION-695,,Server,Block,Packet Filter Packet Filter,User,0:00:04,Login,,Database Error,0:04:31,Blocking Suspicious Traffic
2024-12-26 03:11:19,ERROR,Server-6,Error,Medium,Blocked IP User login,198.47.31.216,64.10.189.111,user-78,ERR-DO5,SESSION-673,,Server,Access,Connection Authentication,User,0:00:02,Login,,Database Error,0:01:14,Login
2024-06-24 02:56:46,ERROR,Server-1,Error,Medium,Blocked IP User login,110.65.65.33,41.225.17.53,user-82,ERR-ZZL,SESSION-634,,Firewall,Block,Packet Filter Connection,Admin,0:00:05,Filtering,,IP Spoofing,0:02:59,Login
2024-02-25 08:11:36,ERROR,Server-5,Security,High,Blocked IP User login,60.100.207.246,22.170.149.54,user-76,ERR-87A,SESSION-259,,Server,Error,Authentication Packet Filter,Admin,0:00:03,Login,,Connection Timeout,0:04:40,Login
2024-12-07 15:05:06,DEBUG,Server-5,Access,Low,User login User login,41.133.229.32,134.147.75.186,user-26,ERR-8BP,SESSION-528,,Firewall,Error,Connection Authentication,Admin,0:00:05,Filtering,,Database Error,0:02:41,Database Connection Establishment
2024-04-24 16:20:03,ERROR,Server-10,Error,Medium,User login Blocked IP,31.1.22.16,226.232.145.230,user-67,ERR-79E,SESSION-590,,Database,Block,Authentication Packet Filter,Admin,0:00:06,Connection Establishment,,IP Spoofing,0:03:01,Blocking Suspicious Traffic
2024-05-28 04:11:33,INFO,Server-3,Error,Medium,User login Blocked IP,92.68.236.115,221.101.52.147,user-60,ERR-MV5,SESSION-462,,Database,Block,Connection Connection,User,0:00:02,Filtering,,IP Spoofing,0:01:54,Blocking Suspicious Traffic
2024-09-28 04:19:51,INFO,Server-8,Access,High,Blocked IP Connection failed,161.181.42.10,207.222.225.36,user-65,ERR-VVO,SESSION-051,,Database,Error,Packet Filter Connection,User,0:00:04,Login,,IP Spoofing,0:04:52,Blocking Suspicious Traffic
2024-09-24 08:27:09,DEBUG,Server-3,Access,Low,Blocked IP User login,112.195.7.245,72.27.123.100,user-77,ERR-RH7,SESSION-998,,Firewall,Access,Connection Connection,Admin,0:00:05,Filtering,,Connection Timeout,0:03:44,Blocking Suspicious Traffic
2024-10-12 01:58:21,ERROR,Server-8,Access,High,Connection failed Blocked IP,32.143.193.126,30.50.98.79,user-37,ERR-FFF,SESSION-210,,Firewall,Error,Connection Authentication,Admin,0:00:08,Filtering,,IP Spoofing,0:01:48,Blocking Suspicious Traffic
2024-02-23 01:46:42,WARNING,Server-3,Error,High,Blocked IP Blocked IP,250.83.202.160,37.213.206.223,user-47,ERR-PPE,SESSION-737,,Server,Error,Connection Authentication,Admin,0:00:02,Filtering,,Connection Timeout,0:04:12,Database Connection Establishment
2024-07-18 01:45:54,DEBUG,Server-7,Security,Low,Blocked IP Connection failed,245.103.56.14,60.207.243.114,user-75,ERR-VMA,SESSION-706,,Firewall,Block,Connection Authentication,Admin,0:00:02,Connection Establishment,,IP Spoofing,0:00:48,Login
2024-05-26 17:05:47,DEBUG,Server-1,Security,High,User login User login,3.209.86.36,93.18.239.63,user-35,ERR-1TA,SESSION-799,,Firewall,Block,Packet Filter Authentication,Admin,0:00:09,Login,,Connection Timeout,0:03:52,Database Connection Establishment
2024-06-20 23:19:11,INFO,Server-5,Access,Medium,Blocked IP User login,185.132.80.201,176.27.178.30,user-72,ERR-NDQ,SESSION-949,,Server,Error,Authentication Packet Filter,Admin,0:00:01,Filtering,,IP Spoofing,0:02:00,Blocking Suspicious Traffic
2024-11-24 10:44:31,DEBUG,Server-8,Access,Medium,Connection failed Blocked IP,234.43.184.151,91.54.69.21,user-14,ERR-J1T,SESSION-699,,Server,Access,Authentication Authentication,User,0:00:02,Filtering,,Database Error,0:03:55,Database Connection Establishment
2024-10-10 05:43:03,WARNING,Server-9,Security,Low,Blocked IP User login,254.103.172.97,38.233.92.31,user-22,ERR-3QE,SESSION-101,,Database,Block,Connection Connection,Admin,0:00:09,Filtering,,IP Spoofing,0:01:16,Login
2024-07-14 04:09:38,INFO,Server-1,Error,Low,User login Connection failed,132.138.124.124,236.52.229.238,user-9,ERR-T85,SESSION-687,,Firewall,Error,Packet Filter Authentication,User,0:00:02,Login,,Connection Timeout,0:01:21,Login
2024-11-20 01:18:16,WARNING,Server-4,Access,Medium,Connection failed User login,175.41.117.173,215.78.92.180,user-41,ERR-9S7,SESSION-683,,Firewall,Access,Connection Connection,User,0:00:07,Login,,Connection Timeout,0:04:48,Login
2024-07-24 20:04:58,DEBUG,Server-5,Access,Low,Connection failed Blocked IP,117.83.50.53,59.218.51.92,user-23,ERR-1DX,SESSION-360,,Firewall,Block,Authentication Connection,User,0:00:05,Filtering,,Database Error,0:03:29,Database Connection Establishment
2024-12-25 20:37:21,WARNING,Server-6,Error,High,User login Blocked IP,164.96.87.123,136.187.86.178,user-35,ERR-97F,SESSION-030,,Firewall,Block,Authentication Packet Filter,User,0:00:07,Filtering,,Database Error,0:03:23,Database Connection Establishment
2024-05-18 08:48:02,DEBUG,Server-7,Error,Low,Connection failed User login,228.59.87.235,39.206.201.222,user-61,ERR-PFV,SESSION-595,,Server,Block,Connection Connection,Admin,0:00:03,Filtering,,Database Error,0:02:34,Login
2024-02-21 18:26:33,DEBUG,Server-1,Security,Low,Blocked IP Blocked IP,78.114.117.47,68.210.58.175,user-3,ERR-WAZ,SESSION-925,,Database,Error,Authentication Packet Filter,User,0:00:08,Login,,Database Error,0:03:49,Login
2024-07-30 16:06:13,DEBUG,Server-7,Security,Low,User login User login,94.184.142.75,123.189.173.189,user-89,ERR-FYE,SESSION-246,,Database,Block,Packet Filter Connection,User,0:00:06,Login,,Database Error,0:00:17,Database Connection Establishment
2024-05-16 09:38:13,WARNING,Server-8,Error,High,Blocked IP Blocked IP,93.142.254.114,221.128.13.218,user-95,ERR-7US,SESSION-643,,Server,Access,Connection Packet Filter,Admin,0:00:05,Login,,Connection Timeout,0:02:44,Blocking Suspicious Traffic
2024-03-12 10:18:46,WARNING,Server-9,Access,Medium,Connection failed Blocked IP,53.27.245.120,187.144.163.41,user-92,ERR-RKI,SESSION-875,,Server,Block,Authentication Connection,User,0:00:06,Connection Establishment,,IP Spoofing,0:04:52,Blocking Suspicious Traffic
2024-05-06 10:51:36,DEBUG,Server-3,Access,High,Connection failed User login,122.121.105.43,199.13.67.161,user-9,ERR-XOH,SESSION-966,,Server,Access,Packet Filter Connection,Admin,0:00:08,Login,,IP Spoofing,0:00:30,Database Connection Establishment
2024-07-06 01:14:06,INFO,Server-3,Access,High,User login Blocked IP,171.192.143.16,231.152.150.4,user-80,ERR-7U3,SESSION-744,,Database,Access,Connection Connection,User,0:00:02,Filtering,,IP Spoofing,0:02:52,Blocking Suspicious Traffic
2024-05-27 05:32:28,WARNING,Server-1,Security,Medium,Blocked IP User login,87.111.109.179,230.70.171.244,user-3,ERR-SRD,SESSION-819,,Database,Block,Authentication Packet Filter,Admin,0:00:02,Login,,IP Spoofing,0:04:02,Blocking Suspicious Traffic
2024-07-13 11:04:40,WARNING,Server-7,Security,Medium,Blocked IP Blocked IP,26.93.113.36,166.214.97.220,user-65,ERR-H8B,SESSION-648,,Database,Access,Authentication Connection,Admin,0:00:02,Connection Establishment,,Database Error,0:04:55,Blocking Suspicious Traffic
2024-08-05 02:33:28,INFO,Server-10,Security,High,Connection failed User login,100.161.32.106,175.246.242.148,user-42,ERR-7UC,SESSION-242,,Firewall,Block,Connection Packet Filter,Admin,0:00:10,Login,,Connection Timeout,0:01:48,Blocking Suspicious Traffic
2024-01-24 15:02:29,DEBUG,Server-7,Error,Medium,Blocked IP Blocked IP,203.238.163.61,138.1.19.13,user-64,ERR-XBT,SESSION-335,,Server,Access,Packet Filter Connection,Admin,0:00:03,Filtering,,Database Error,0:01:57,Blocking Suspicious Traffic
2024-11-11 20:51:39,ERROR,Server-2,Security,Low,User login Blocked IP,40.172.247.242,199.241.198.89,user-43,ERR-3WW,SESSION-770,,Database,Access,Authentication Authentication,Admin,0:00:06,Login,,Database Error,0:04:56,Blocking Suspicious Traffic
2024-10-19 13:45:19,DEBUG,Server-3,Access,Low,Blocked IP Connection failed,121.197.206.34,180.29.222.233,user-72,ERR-2OT,SESSION-620,,Firewall,Block,Packet Filter Authentication,User,0:00:10,Filtering,,Connection Timeout,0:02:11,Login
2024-01-07 05:02:45,INFO,Server-8,Security,Low,Connection failed User login,172.62.219.128,171.193.163.99,user-5,ERR-RTS,SESSION-443,,Server,Error,Connection Authentication,User,0:00:06,Login,,Database Error,0:01:24,Login
2024-11-07 16:41:04,INFO,Server-7,Access,Low,Connection failed Connection failed,105.74.62.30,12.241.100.242,user-63,ERR-L0H,SESSION-455,,Firewall,Access,Connection Authentication,Admin,0:00:05,Filtering,,Connection Timeout,0:01:51,Database Connection Establishment
2024-06-22 11:16:06,DEBUG,Server-10,Security,Low,Blocked IP Connection failed,111.81.130.21,101.104.237.243,user-5,ERR-DH2,SESSION-485,,Server,Access,Authentication Packet Filter,User,0:00:05,Filtering,,Connection Timeout,0:01:18,Login
2024-12-22 09:48:06,INFO,Server-1,Error,Medium,Blocked IP User login,183.202.133.206,159.49.175.119,user-13,ERR-FRB,SESSION-181,,Server,Access,Packet Filter Connection,Admin,0:00:01,Filtering,,Database Error,0:04:53,Database Connection Establishment
2024-08-26 08:07:22,DEBUG,Server-1,Error,Medium,User login Blocked IP,163.234.30.58,85.26.67.233,user-11,ERR-F4O,SESSION-112,,Firewall,Error,Authentication Packet Filter,Admin,0:00:01,Login,,Connection Timeout,0:02:33,Login
2024-09-03 12:06:39,DEBUG,Server-1,Error,Medium,User login Blocked IP,155.51.38.50,33.217.125.208,user-18,ERR-1GG,SESSION-774,,Database,Access,Authentication Packet Filter,User,0:00:10,Filtering,,Database Error,0:02:47,Login
2024-09-28 01:12:19,DEBUG,Server-5,Security,High,User login Blocked IP,172.33.0.89,173.203.222.118,user-74,ERR-2HN,SESSION-686,,Database,Block,Packet Filter Connection,Admin,0:00:02,Filtering,,Connection Timeout,0:01:48,Blocking Suspicious Traffic
